Date,Stipe,Bulb,Blade,Ho Fa,Single,Group,Subst,Sub2,CoSp1,CoSp2,CoSp3,Notes
4/28/2020,6.1,0.7,2.2,nd,0,1,Nl,none,Ls,Cc,none,Cluster 6.1-37.0
4/28/2020,37,5,3.2,nd,0,1,Ls,none,Ls,Cc,none,
4/28/2020,1.9,0.1,0.8,nd,0,1,Nl,none,Hy,none,none,Cluster 1.9-9.0
4/28/2020,2.9,0.2,2,nd,0,1,Nl,none,Hy,none,none,
4/28/2020,5,0.7,1.2,nd,0,1,Nl,none,Hy,none,none,
4/28/2020,5.8,1,nd,nd,0,1,Nl,none,Hy,none,none,
4/28/2020,9,1.7,1.3,nd,0,1,Ls,none,Hy,none,none,
4/28/2020,1.9,0.1,1.7,nd,0,1,Nl,none,none,none,none,Cluster 1.9-16.2
4/28/2020,4.7,0.3,nd,nd,0,1,Nl,none,none,none,none,
4/28/2020,4.8,0.2,nd,nd,0,1,Nl,none,none,none,none,
4/28/2020,16.2,1.9,1.3,nd,0,1,Hf,none,none,none,none,
4/28/2020,3.4,0.2,nd,nd,0,1,Nl,none,none,none,none,Cluster 3.4-12.2
4/28/2020,12.2,1.4,nd,nd,0,1,Ls,none,none,none,none,
4/28/2020,25.5,3.8,1.8,nd,1,0,Ls,none,Hf,Mw,none,
4/28/2020,4.1,0.1,nd,nd,0,1,Nl,none,Ls,none,none,Cluster 4.1-21.5
4/28/2020,21.5,2.3,1.5,nd,0,1,Ls,none,Ls,none,none,
4/28/2020,3.1,0.4,nd,nd,0,1,Nl,none,none,none,none,Cluster 3.1-12.4
4/28/2020,3.5,0.3,nd,nd,0,1,Nl,none,none,none,none,
4/28/2020,12.4,2.1,1.6,nd,0,1,U,none,none,none,none,
4/28/2020,4.1,0.2,nd,nd,0,1,Nl,none,Ls,none,none,"Cluster 4.1-17.7, young Ls , 15 cm long stipe"
4/28/2020,17.7,1.7,1.8,nd,0,1,U,none,Ls,none,none,
4/28/2020,6.5,0.8,2.4,nd,0,1,Nl,none,Ls,Cc,none,"Cluster 6.5-86.5, Y-branched stipe"
4/28/2020,10,1.9,2.6,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,12.1,2.2,1.8,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,14,0.8,1.7,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,17.6,1.3,1.3,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,21.1,3.5,1.6,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,21.8,3.4,2.5,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,27.2,3.3,2.4,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,32.5,3.6,2.4,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,60.5,4.9,3.2,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,86.5,6.2,3.2,nd,0,1,Ls,none,Ls,Cc,none,
4/28/2020,4,0.2,nd,nd,0,1,Nl,none,Ls,Md,none,Cluster 4.0-28.4
4/28/2020,5.6,0.9,1.2,nd,0,1,Nl,none,Ls,Md,none,Y-branched stipe
4/28/2020,6,0.7,1.7,nd,0,1,Nl,none,Ls,Md,none,Y-branched stipe
4/28/2020,6.3,0.8,nd,nd,0,1,Nl,none,Ls,Md,none,
4/28/2020,10.7,2,1.6,nd,0,1,Nl,none,Ls,Md,none,
4/28/2020,15.6,2.4,1.8,nd,0,1,Nl,none,Ls,Md,none,
4/28/2020,23,3.6,2.1,nd,0,1,Nl,none,Ls,Md,none,
4/28/2020,27.5,3.5,2.4,nd,0,1,Nl,none,Ls,Md,none,
4/28/2020,28.4,4.9,1.5,nd,0,1,Ls,none,Ls,Md,none,
4/28/2020,1.4,0.1,0.6,nd,0,1,Nl,none,Ls,none,none,Cluster 1.4-56.4
4/28/2020,2.8,0.1,nd,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,3,0.1,nd,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,3.4,0.1,1.5,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,3.4,0.1,1.4,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,4,0.2,1.4,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,4,0.1,nd,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,4.3,0.2,1.5,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,5.1,0.2,1.9,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,6.5,0.3,1.8,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,6.5,0.5,2.3,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,6.6,0.5,2,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,8.4,0.7,1.5,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,7.9,0.6,2.8,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,9.2,0.6,1.6,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,9.6,0.8,1.7,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,10.5,1.3,1.5,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,13.8,1.8,2.1,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,27.7,2.7,nd,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,30,3.1,nd,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,56.4,3.3,1.7,nd,0,1,Ls,none,Ls,none,none,
4/28/2020,26,3.7,2.5,nd,0,1,Nl,none,Ls,Cp,none,Cluster 26.0-51.7
4/28/2020,51.7,4.6,2.2,nd,0,1,Ls,none,Ls,Cp,none,
4/28/2020,1.9,0.1,nd,nd,0,1,Nl,none,Ls,Cc,none,Cluster1.9-36.5
4/28/2020,3.5,0.2,nd,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,4,0.4,nd,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,5,0.3,nd,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,6,0.4,2.8,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,6.4,0.5,1.6,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,7.6,0.6,2.3,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,8,0.8,2.6,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,10.1,0.9,2.2,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,14.1,2.1,nd,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,24,2.9,nd,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,36.5,3.5,2.3,nd,0,1,Ls,none,Ls,Cc,none,
4/28/2020,16.7,4,2.2,nd,0,1,Nl,none,Ls,Cc,none,Cluster 16.7-70
4/28/2020,22.7,4.1,1.9,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,41.2,4.5,2.7,nd,0,1,Nl,none,Ls,Cc,none,
4/28/2020,70,4.8,2.4,nd,0,1,Ls,none,Ls,Cc,none,
4/28/2020,63.5,4.4,2.9,nd,1,0,U,none,none,none,none,spiky bumbs on stipe
4/28/2020,24.5,3.2,1.8,2.3,1,0,U,none,none,none,none,
4/28/2020,61.5,4,nd,nd,1,0,U,none,none,none,none,
4/28/2020,9.2,1.7,1.6,nd,1,0,Ls,none,none,none,none,
4/28/2020,12.7,1.6,2.3,1.8,1,0,U,none,none,none,none,
4/28/2020,1.5,0.1,nd,nd,0,1,Nl,none,none,none,none,Cluster 1.5-7.8
4/28/2020,7.8,1.4,1.9,nd,0,1,U,none,none,none,none,
4/28/2020,14.5,2.6,2.3,nd,0,1,Nl,none,none,none,none,Cluster 14.5-26.5
4/28/2020,26.5,3.8,2.5,nd,0,1,Ls,none,none,none,none,
4/28/2020,13.2,2.2,1.7,2.7,1,0,Ls,none,Dl,none,none,
4/28/2020,20.8,3.1,nd,nd,1,0,Ls,none,none,none,none,
4/28/2020,7,1.2,nd,nd,0,1,Nl,none,Ls,Dl,none,Cluster7.0-21.2
4/28/2020,10.6,2.3,1.8,nd,0,1,Nl,none,Ls,Dl,none,
4/28/2020,11.5,2.4,nd,nd,0,1,Nl,none,Ls,Dl,none,
4/28/2020,21,2.6,2.6,nd,0,1,Nl,none,Ls,Dl,none,
4/28/2020,21.2,3.8,2.1,nd,0,1,Ls,none,Ls,Dl,none,
4/28/2020,4.6,1.4,1.8,nd,0,1,Nl,none,none,none,none,Cluster 4.6-11.7
4/28/2020,11.7,1.7,nd,2.5,0,1,U,none,none,none,none,
4/28/2020,9.8,1.5,nd,3.5,1,0,U,none,none,none,none,
4/28/2020,6.4,1.2,nd,nd,0,1,Nl,none,Pd,none,none,Cluster 6.4-17.5
4/28/2020,17.5,2.8,1.8,nd,0,1,U,none,Pd,none,none,
4/28/2020,20.3,2.8,1.9,nd,1,0,Ls,none,Ls,none,none,on blade of Ls with Cy
4/28/2020,6.1,0.5,1.2,nd,0,1,Nl,none,Ls,none,none,Cluster 6.1-8.0
4/28/2020,6.5,0.7,1.9,nd,0,1,Nl,none,Ls,none,none,
4/28/2020,8,1.6,nd,nd,0,1,U,none,Ls,none,none,
4/28/2020,7.8,1.2,nd,2,1,0,U,none,none,none,none,
4/28/2020,11,1,0.9,nd,1,0,U,none,none,none,none,
4/28/2020,18.5,2.5,nd,nd,1,0,My,none,Dl,none,none,
4/29/2020,5.7,0.8,nd,nd,0,1,Nl,none,none,none,none,Cluster 5.7-16.7
4/29/2020,6.8,1,nd,nd,0,1,Nl,none,none,none,none,
4/29/2020,10.6,1.6,2.1,nd,0,1,Nl,none,none,none,none,
4/29/2020,16.7,2.5,nd,nd,0,1,Ls,none,none,none,none,
4/29/2020,9.1,2.3,2,nd,1,0,Ls,none,LS,none,none,
4/29/2020,11.5,1.9,2.1,2.5,1,0,U,none,none,none,none,
4/29/2020,2.2,0.2,nd,nd,0,1,Nl,none,Am,none,none,Cluster 2.2-11.5
4/29/2020,2.5,0.2,nd,nd,0,1,Nl,none,Am,none,none,
4/29/2020,11.5,1.8,2,nd,0,1,Ls,none,Am,none,none,
4/29/2020,5.9,1,nd,1.8,1,0,Ba,none,none,none,none,
4/29/2020,10.8,1.9,nd,nd,0,1,Nl,none,Ls,none,none,Cluster 10.8-17.2
4/29/2020,13.7,1.6,nd,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,17.2,2.2,nd,1.3,1,0,U,none,none,none,none,
4/29/2020,3.2,0.5,nd,nd,0,1,Nl,none,Ls,none,none,Cluster 3.2-8.6
4/29/2020,8.6,1.6,nd,nd,0,1,Ls,none,Ls,none,none,
4/29/2020,4.3,0.3,2.1,nd,0,1,Nl,none,Dl,Cc,none,Cluster 4.3-15.8
4/29/2020,5.2,0.4,1.5,nd,0,1,Nl,none,Dl,Cc,none,
4/29/2020,11.4,1.9,1.7,nd,0,1,Nl,none,Dl,Cc,none,
4/29/2020,15.8,2.9,nd,nd,0,1,Ls,none,Dl,Cc,none,
4/29/2020,4.3,0.3,1.1,nd,0,1,Nl,none,Dl,Cc,Ls,Cluster 4.3-19.1
4/29/2020,7.6,0.9,1.3,nd,0,1,Nl,none,Dl,Cc,Ls,
4/29/2020,8.5,0.5,2.7,nd,0,1,Nl,none,Dl,Cc,Ls,Y-shaped stipe
4/29/2020,19.1,3.2,2,nd,0,1,Ls,none,Dl,Cc,Ls,
4/29/2020,1,0.1,1.2,nd,0,1,Nl,none,Ls,none,none,Cluster 1.0-34.0
4/29/2020,1.1,0.1,1,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,2.3,0.1,1.5,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,2.6,0.2,nd,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,3,0.2,1.2,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,3.3,0.2,1.7,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,3.8,0.2,2.5,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,5,0.4,2,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,5,0.4,1.8,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,6,0.4,1.6,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,6.6,1,2,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,8.5,1,1.7,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,34,3.4,1.8,nd,0,1,Ls,none,Ls,none,none,
4/29/2020,16.5,2.9,nd,nd,1,0,Hf,none,Ls,none,none,
4/29/2020,8,1.1,2,nd,0,1,Nl,none,Ls,none,none,Cluster 8.0-18.7
4/29/2020,18.7,nd,1.9,nd,0,1,Ls,none,Ls,none,none,
4/29/2020,13.2,2.4,2.2,nd,0,1,Nl,none,Dl,Md,none,"Cluster 13.2-15.6, hollow Ls stipe 17.5 cm long , 2.2 cm diam"
4/29/2020,15.6,2.9,1.7,nd,0,1,Ls,none,Dl,Md,none,
4/29/2020,1.6,0.1,1.5,nd,0,1,Nl,none,Ls,Dl,Cc,"Cluster 1.6-36.0, hollow Ls stipe 16 cm long , 2.2 cm diam"
4/29/2020,1.7,0.1,1.8,nd,0,1,Nl,none,Ls,Dl,Cc,
4/29/2020,4.8,0.2,1.4,nd,0,1,Nl,none,Ls,Dl,Cc,
4/29/2020,6.2,0.2,1.5,nd,0,1,Nl,none,Ls,Dl,Cc,
4/29/2020,8,0.8,2,nd,0,1,Nl,none,Ls,Dl,Cc,
4/29/2020,10.8,1.3,1.6,nd,0,1,Nl,none,Ls,Dl,Cc,
4/29/2020,13.2,1.9,1.3,nd,0,1,Nl,none,Ls,Dl,Cc,
4/29/2020,26,3.2,nd,nd,0,1,Nl,none,Ls,Dl,Cc,
4/29/2020,36,3.8,1.5,nd,0,1,Ls,none,Ls,Dl,Cc,
4/29/2020,7.5,1.6,nd,3,1,0,Ls,none,none,none,none,
4/29/2020,8.8,1.7,2.2,2.1,1,0,My,none,none,none,none,
4/29/2020,8.8,1.3,1.9,nd,0,1,Nl,none,Ls,none,none,"Cluster 8.8-57.5, 10 young Ls"
4/29/2020,57.5,5.6,1.6,nd,0,1,Ba,none,Ls,none,none,
4/29/2020,42.5,4.2,1.8,7.4,1,0,My,none,Dl,none,none,
4/29/2020,76,4,1.9,4.7,1,0,U,none,none,none,none,
4/29/2020,1.8,0.1,1.5,nd,0,1,Nl,none,Dl,Cc,none,"Cluster 1.8-32.8, hollow Ls stipe, 8.5cm long, 1.8cm diam"
4/29/2020,32.8,3.7,2,nd,0,1,Ls,none,Dl,Cc,none,
4/29/2020,21,4,1.8,nd,1,0,Ls,none,Ls,none,none,7 young Ls
4/29/2020,2.5,0.5,2.2,nd,0,1,Nl,none,none,none,none,Cluster 2.5-7.3
4/29/2020,2.6,0.3,2,nd,0,1,Nl,none,none,none,none,
4/29/2020,3.2,0.6,2.1,nd,0,1,Nl,none,none,none,none,
4/29/2020,7.2,3.2,nd,nd,0,1,Nl,none,none,none,none,
4/29/2020,7.3,2.1,1.8,nd,0,1,Ls,none,none,none,none,
4/29/2020,61.5,4,1.9,3.5,1,0,U,none,Dl,none,none,
4/29/2020,4.5,2.2,1.5,3,1,0,Ls,none,none,none,none,
4/29/2020,98.5,4.9,0.8,5.6,1,0,My,none,none,none,none,spiky bumbs on stipe
4/29/2020,54.2,4.3,2.4,7,1,0,My,Ba,Dl,none,none,spiky bumbs on stipe
4/29/2020,4,0.2,0.9,nd,0,1,Nl,none,Ls,none,none,Cluster 4.0-48.0
4/29/2020,48,3.8,1.8,nd,0,1,My,none,Ls,none,none,
4/29/2020,55.5,3.7,1.2,nd,1,0,My,none,Cc,none,none,
4/29/2020,25.6,3,1.7,nd,1,0,U,none,Ls,none,none,
4/29/2020,16.5,2.6,1.5,2.3,1,0,My,none,none,none,none,
4/29/2020,8.4,1.5,1.9,nd,0,1,Nl,none,none,none,none,Cluster 8.4-8.5
4/29/2020,8.5,1.8,1.9,nd,0,1,Ls,none,none,none,none,
4/29/2020,7.2,0.5,1.1,nd,0,1,Nl,none,none,none,none,Cluster 7.2-7.3
4/29/2020,7.3,0.3,1.1,nd,0,1,U,none,none,none,none,
4/29/2020,8,0.6,1.7,nd,0,1,Nl,none,Ls,none,none,Cluster 8.0-12.5
4/29/2020,12.9,1.7,1.7,nd,0,1,My,none,Ls,none,none,
4/29/2020,4,0.2,0.7,nd,0,1,Nl,none,Hf,Cp,Ls,"Cluster 4.0-26.5, Ls stipe 15 cm long, 0.5 cm diam"
4/29/2020,4.8,0.4,1.9,nd,0,1,Nl,none,Hf,Cp,Ls,
4/29/2020,5,0.5,2,nd,0,1,Nl,none,Hf,Cp,Ls,
4/29/2020,5.5,0.6,1.2,nd,0,1,Nl,none,Hf,Cp,Ls,
4/29/2020,5.5,0.8,2.2,nd,0,1,Nl,none,Hf,Cp,Ls,
4/29/2020,6.8,0.7,1.9,nd,0,1,Nl,none,Hf,Cp,Ls,
4/29/2020,7,0.6,1.8,nd,0,1,Nl,none,Hf,Cp,Ls,
4/29/2020,8.7,1,1.4,nd,0,1,Nl,none,Hf,Cp,Ls,
4/29/2020,26.5,3.4,1.9,nd,0,1,Ls,none,Hf,Cp,Ls,
4/29/2020,26.2,3.5,0.8,1.7,1,0,U,none,none,none,none,
4/29/2020,11.7,2.7,1.6,3.2,1,0,U,none,none,none,none,
4/29/2020,29.2,2.9,nd,3,1,0,Ls,none,none,none,none,
4/29/2020,6.6,1.2,2.2,nd,0,1,Nl,none,Ls,none,none,Cluster 6.6-14.7
4/29/2020,14.7,2.2,1.6,nd,0,1,Ls,none,Ls,none,none,
4/29/2020,9.2,1.7,nd,nd,1,0,Ls,none,Ls,none,none,
4/29/2020,7.5,1.3,nd,1.7,1,0,Ba,none,none,none,none,
4/29/2020,5.1,0.9,1,2.6,1,0,U,none,Md,none,none,
4/29/2020,14.3,2.3,2,nd,1,0,U,none,none,none,none,
4/29/2020,10.7,1.1,1.6,2.5,1,0,My,none,none,none,none,
4/29/2020,7.8,1.6,1.6,2.9,1,0,Ls,none,none,none,none,
4/29/2020,4.5,1.2,1.6,1.5,1,0,U,none,none,none,none,
4/29/2020,10.7,1.7,nd,2.1,1,0,Ls,none,none,none,none,
4/29/2020,8.5,1.2,1.8,2,1,0,My,none,none,none,none,
4/29/2020,0.9,0.1,1,nd,0,1,Nl,none,Ls,none,none,Cluster 0.9-27.1
4/29/2020,1.8,0.1,nd,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,4.3,0.1,1.7,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,5.5,0.4,1.4,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,6.8,0.4,1.8,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,8.3,1,1.4,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,8.5,1.2,2.1,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,8.7,0.7,1.9,nd,0,1,Nl,none,Ls,none,none,
4/29/2020,27.1,2.7,2,nd,0,1,Ls,none,Ls,none,none,
4/29/2020,22.7,3.3,nd,nd,0,1,Nl,none,none,none,none,Cluster 22.7-28.6
4/29/2020,28.6,3.2,2,nd,0,1,R,none,none,none,none,
4/29/2020,2.8,0.1,1.6,nd,0,1,Nl,none,Dl,Cc,none,Cluster 2.8-39.3
4/29/2020,4.5,0.3,2,nd,0,1,Nl,none,Dl,Cc,none,
4/29/2020,5.2,0.4,1.4,nd,0,1,Nl,none,Dl,Cc,none,
4/29/2020,5.4,1.2,1.6,nd,0,1,Nl,none,Dl,Cc,none,
4/29/2020,5.8,0.3,1.2,nd,0,1,Nl,none,Dl,Cc,none,
4/29/2020,6.6,0.6,nd,nd,0,1,Nl,none,Dl,Cc,none,
4/29/2020,9,1.4,1.6,nd,0,1,Nl,none,Dl,Cc,none,
4/29/2020,11,1.5,1.4,nd,0,1,Nl,none,Dl,Cc,none,
4/29/2020,11,2.3,1.4,nd,0,1,Nl,none,Dl,Cc,none,
4/29/2020,12.5,2.8,1.7,nd,0,1,Nl,none,Dl,Cc,none,
4/29/2020,16.3,2.5,nd,nd,0,1,Nl,none,Dl,Cc,none,
4/29/2020,22,3.4,nd,nd,0,1,Nl,none,Dl,Cc,none,
4/29/2020,39.3,3.3,2.3,nd,0,1,Ls,none,Dl,Cc,none,
4/30/2020,26.4,2.5,1.7,nd,0,1,Nl,none,Ls,Dl,none,Cluster 26.4-111.0
4/30/2020,97.5,4.6,nd,nd,0,1,Nl,none,Ls,Dl,none,"Cy on stipe & bulb, no blades"
4/30/2020,111,5.5,nd,nd,0,1,Ba,none,Ls,Dl,none,"Cy on stipe & bulb, no blades"
4/30/2020,47.7,4.4,2.3,5.6,1,0,My,none,none,none,none,
4/30/2020,12.4,2.5,1.8,3.5,1,0,U,none,Ul,none,none,
4/30/2020,13.8,1.6,1.4,nd,0,1,Nl,Ba,none,none,none,Cluster 13.8-34.0
4/30/2020,34,3.6,1.8,nd,0,1,My,Ba,none,none,none,
4/30/2020,15.1,2.4,1.7,nd,1,0,U,none,none,none,none,
4/30/2020,2.4,0.1,nd,nd,0,1,Nl,none,none,none,none,Cluster 2.4-8.3
4/30/2020,8.3,1.1,1.3,nd,0,1,U,none,none,none,none,
4/30/2020,1,0.1,1.2,nd,0,1,Nl,none,Ls,none,none,Cluster 1.0-10.2
4/30/2020,1.1,0.1,1.4,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,2.6,0.1,nd,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,2.8,0.2,1.4,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,3.2,0.2,1.5,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,3.3,0.3,1.6,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,6.8,0.8,1.6,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,10.2,1.5,2.8,nd,0,1,Ls,none,Ls,none,none,
4/30/2020,6.7,1.4,2.8,2.5,1,0,Ls,none,Ls,none,none,
4/30/2020,2.8,0.2,1.3,nd,0,1,Nl,none,Ls,none,none,Cluster 2.8-16.8
4/30/2020,3.2,0.3,1.4,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,3.5,0.4,nd,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,3.7,0.4,nd,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,4.8,0.7,nd,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,5.5,0.5,nd,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,6.8,1.1,nd,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,8.3,1.2,1.7,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,11.6,2.4,1.7,nd,0,1,Nl,none,Ls,none,none,
4/30/2020,16.8,2.9,nd,nd,0,1,Ls,none,Ls,none,none,
4/30/2020,1.4,0.1,1.6,nd,0,1,Nl,none,none,none,none,Cluster1.4-10.1
4/30/2020,1.6,0.1,2,nd,0,1,Nl,none,none,none,none,
4/30/2020,1.9,0.1,nd,nd,0,1,Nl,none,none,none,none,
4/30/2020,2.4,0.1,1.3,nd,0,1,Nl,none,none,none,none,
4/30/2020,2.5,0.1,1.6,nd,0,1,Nl,none,none,none,none,
4/30/2020,2.6,0.1,nd,nd,0,1,Nl,none,none,none,none,
4/30/2020,2.6,0.1,1.6,nd,0,1,Nl,none,none,none,none,
4/30/2020,5.5,0.7,1.3,nd,0,1,Nl,none,none,none,none,
4/30/2020,8.5,1.5,1.8,nd,0,1,Nl,none,none,none,none,
4/30/2020,9.1,1.6,1.7,nd,0,1,Nl,none,none,none,none,
4/30/2020,10.1,1.2,2.5,nd,0,1,Ls,none,none,none,none,
5/1/2020,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,small number of young sporophytes
5/2/2020,92.5,5.9,2.8,nd,1,0,Ba,none,none,none,none,"Cy towards base, 53cm from holdfast"
5/2/2020,123,6.5,2.6,nd,1,0,Ls,none,Ls,Cp,C.c,"On Ls blade, Cy on Ls stipe"
5/2/2020,47.7,4.4,2.1,nd,1,0,Ba,none,none,none,none,
5/2/2020,100.2,5.4,2.7,nd,1,0,Ls,none,Py,Cc,Hy,
5/2/2020,110,4.6,2.4,nd,1,0,U,none,none,none,none,A few Cy near base of stipe
5/2/2020,161,5.4,5.2,3,1,0,U,none,none,none,none,Cy along stipe
5/2/2020,117.2,5.4,2.8,7.5,1,0,My,none,none,none,none,Cy towards the base
5/2/2020,174,6.5,3.4,nd,1,0,Mu,none,Cc,none,none,a few Cy at lower end of stipe but above holdfast
5/2/2020,89.4,5.4,1.9,nd,1,0,Ba,none,none,none,none,Cy at base of stipe 
5/2/2020,103,5.3,1.8,nd,1,0,My,none,Ls,Am,none,Cy zone 25 cm at base and on holdfast
5/2/2020,149,6.9,3.1,10,1,0,My,none,none,none,none,"Cy zone 76 cm, 12 cm above the holdfast"
5/2/2020,7.2,1.3,2,nd,0,1,Nl,none,Dl,Hf,none,Cluster 7.2-13
5/2/2020,13,1.6,1.4,nd,0,1,Ba,none,Dl,Hf,none,
5/2/2020,140,6.2,2.5,nd,1,0,U,none,none,none,none,"Cy zone 54 cm, 9 cm above the holdfast"
5/2/2020,64,4.7,2,nd,1,0,U,none,none,none,none,"Cy zone 34.5 cm, 7 cm above the holdfast"
5/2/2020,82,5,2.6,nd ,1,0,U,none,none,none,none,"Cy zone 31.0 cm, 6 cm above holdfast"
5/2/2020,88,5.2,3,nd,1,0,U,none,none,none,none,"Cy zone 43.5 cm, 4.5 cm above holdfast"
5/3/2020,48.5,4.2,1.9,nd,1,0,Ba,none,Dl,none,none,
5/3/2020,177.2,5.2,nd,6.5,1,0,My,Ba,none,none,none,
5/3/2020,90,5.4,nd,nd,1,0,Ba,none,none,none,none,
5/3/2020,27,3.8,1.2,nd,1,0,Ba,none,none,none,none,
5/3/2020,69.1,4.9,nd,nd,1,0,Ba,none,Dl,none,none,
5/3/2020,92.3,4.6,2.4,3.5,1,0,My,none,none,none,none,
5/3/2020,32.8,3.9,2.2,nd,1,0,U,none,none,none,none,
5/3/2020,2.7,0.35,2.7,nd,0,1,Nl,none,Ls,Am,none,"Cluser 2.7-88.0 Ls stem attached to Ba, 22 cm long"
5/3/2020,4.8,0.4,1.8,nd,0,1,Nl,none,Ls,Am,none,Cy on Ls blade
5/3/2020,25.6,3.2,1.6,nd,0,1,Nl,none,Ls,Am,none,Cy at base of stipe 
5/3/2020,67,2.7,2.5,nd,0,1,Nl,none,Ls,Am,none,Cy at base of stipe 
5/3/2020,85.2,4.4,2,nd,0,1,Nl,none,Ls,Am,none,
5/3/2020,88,4.4,2.5,nd,0,1,Ls,none,Ls,Am,none,
5/4/2020,14.5,2.5,2.3,3,1,0,U,none,none,none,none,
5/4/2020,4.2,0.2,2,nd,0,1,Nl,none,none,none,none,Cluster 4.2-15.3
5/4/2020,15.3,1.8,1.9,nd,0,1,U,none,none,none,none,
5/4/2020,7.5,1.7,1.9,nd,0,1,Nl,none,Ls,Am,none,Cluster 7.5-13.8
5/4/2020,13.8,3,1.9,nd,0,1,Ls,none,Ls,Am,none,
5/4/2020,10.3,2.1,2.2,nd,0,1,Nl,none,none,none,none,Cluster 10.3-29.4
5/4/2020,29.4,3.6,2,nd,0,1,Ls,none,none,none,none,
5/5/2020,2,0.2,1.2,nd,0,1,Nl,none,none,none,none,"Cluster 2.0-6.4, on Ls blade "
5/5/2020,6.4,1.4,1.7,nd,0,1,Ls,none,none,none,none,
5/6/2020,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,"3 entanglements, on Ls stipes & singles like 5/5/2020"
5/7/2020,5,0.8,1.5,2,1,0,My,none,none,none,none,
5/7/2020,31.2,4,2.1,4.2,1,0,U,none,none,none,none,
5/8/2020,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
