Date,WhHf,ChWhHf,BuWhHf,WhHf Sub,Sn Hf,Sn St,Ur,Notes
12/25/2021,0,0,0,0,0,1,0,
12/25/2021,0,0,0,0,0,1,0,
12/25/2021,0,0,0,0,0,1,0,
12/25/2021,0,1,0,0,0,0,0,
12/25/2021,0,1,0,0,0,0,0,
12/25/2021,0,1,0,0,0,0,0,
12/25/2021,0,1,0,0,0,0,0,
12/25/2021,0,1,0,0,0,0,0,
12/25/2021,0,1,0,0,0,0,0,
12/25/2021,0,0,0,0,0,1,0,
12/25/2021,0,0,0,0,1,0,0,
12/25/2021,0,0,0,0,0,1,0,
12/25/2021,0,0,0,0,0,1,0,
12/25/2021,0,0,0,0,0,1,0,
12/25/2021,0,0,0,0,0,1,0,
12/26/2021,0,0,0,0,1,0,0,
12/26/2021,0,0,0,0,0,1,0,
12/26/2021,0,0,0,0,0,1,0,
12/26/2021,0,0,0,0,0,1,0,
12/26/2021,0,0,0,0,0,1,0,
12/26/2021,0,0,0,0,0,1,0,
12/26/2021,0,0,0,0,0,1,0,
12/26/2021,0,0,0,0,0,1,0,
12/26/2021,0,0,0,0,0,1,0,
12/26/2021,0,0,0,0,0,1,0,
12/26/2021,0,0,0,0,0,1,0,
12/26/2021,0,0,0,0,0,1,0,
12/27/2021,0,0,0,0,0,1,0,
12/27/2021,0,0,0,0,1,0,0,
12/27/2021,0,0,0,0,0,1,0,
12/27/2021,0,0,0,0,0,1,0,
12/27/2021,0,1,0,0,0,0,0,
12/27/2021,1,0,0,My,0,0,0,
12/28/2021,1,0,0,My,0,0,0,
12/28/2021,0,1,0,0,0,0,0,
12/28/2021,0,1,0,0,0,0,0,
12/29/2021,0,1,0,0,0,0,0,
12/29/2021,0,1,0,0,0,0,0,
12/29/2021,0,1,0,0,0,0,0,
1/1/2022,0,0,0,0,1,0,0,
1/2/2022,0,0,0,0,0,1,0,
1/4/2022,0,0,0,0,0,1,0,
1/4/2022,0,0,0,0,0,1,0,
1/5/2022,0,0,0,0,0,1,0,
1/5/2022,0,0,0,0,0,1,1,
1/5/2022,0,0,0,0,0,1,0,
1/5/2022,0,0,0,0,0,1,1,
1/5/2022,0,0,0,0,0,1,1,
1/5/2022,0,0,0,0,0,1,0,
1/5/2022,0,1,0,My,0,0,0,
1/5/2022,0,0,0,0,1,0,0,
1/5/2022,0,0,0,0,0,1,0,
1/5/2022,0,0,0,0,0,1,0,
1/5/2022,0,0,0,0,0,1,0,
1/5/2022,0,0,0,0,0,1,1,
1/5/2022,0,1,0,0,0,0,0,
1/9/2022,0,0,0,0,0,1,0,
1/9/2022,0,0,0,0,0,1,0,
1/11/2022,0,0,0,0,0,1,0,
1/14/2022,0,0,0,0,0,1,0,
1/14/2022,0,0,0,0,0,1,0,
1/15/2022,1,0,0,My,0,0,0,Sh
1/16/2022,1,0,0,0,0,0,0,
1/20/2022,0,0,0,0,1,0,0,
1/20/2022,0,0,0,0,0,1,0,
1/20/2022,0,0,0,0,0,1,0,
1/20/2022,0,0,0,0,0,1,0,Stipe hollowed out
1/25/2022,0,0,0,0,0,1,0,
1/27/2022,0,0,0,0,0,1,0,
1/31/2022,0,0,0,0,0,1,0,
1/31/2022,0,0,0,0,0,1,0,
2/3/2022,0,1,,My,0,0,0,
2/3/2022,1,0,0,0,0,0,0,May have been on Ls
2/3/2022,0,0,0,0,1,0,0,
2/4/2022,0,0,0,0,0,1,0,
2/4/2022,0,0,0,0,1,0,0,
2/4/2022,1,0,0,My,0,0,0,Rock
2/4/2022,0,1,1,0,0,0,1,
2/5/2022,0,0,0,0,1,0,0,
2/6/2022,0,1,0,R,0,0,1,
2/7/2022,0,0,0,0,0,1,1,
2/7/2022,0,0,0,0,0,1,0,
2/7/2022,0,0,0,0,1,0,0,
2/7/2022,0,0,0,0,0,1,0,
2/7/2022,0,0,0,0,0,1,0,
2/7/2022,0,0,0,0,0,1,1,
2/7/2022,0,0,0,0,0,1,0,
2/7/2022,0,0,0,0,0,1,1,
2/7/2022,0,0,0,0,1,0,0,
2/7/2022,0,0,0,0,0,1,0,
2/7/2022,0,1,0,0,0,0,0,
2/7/2022,0,0,0,0,0,1,0,
2/7/2022,0,0,0,0,0,1,0,
2/7/2022,0,1,0,0,0,0,0,
2/7/2022,0,1,0,0,0,0,0,
2/8/2022,0,1,1,0,0,0,0,
2/11/2022,0,1,0,0,0,0,0,
2/14/2022,0,0,0,0,1,0,0,
Date,WhHf,ChWhHf,BuWhHf,WhHf Sub,Sn Hf,Sn St,Ur,Notes
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,Ba,0,0,0,Rock
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,1,0,Ba,0,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,1,0,0,My,0,0,0,"Ba, sponge and Hymenia on Hf"
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,1,1,Sh,0,0,1,Rock
2/15/2022,1,0,0,My,0,0,0,Ba
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,1,0,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,0,0,0,0,1,0,
2/15/2022,0,1,0,Sh,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/15/2022,0,1,0,0,0,0,0,
2/17/2022,0,1,1,0,0,0,0,
2/17/2022,0,0,0,0,0,1,0,
2/17/2022,0,1,0,0,0,0,0,
2/17/2022,0,0,0,My,0,0,0,Ba
2/18/2022,0,0,0,0,1,0,0,
2/19/2022,0,0,0,0,1,0,0,
2/19/2022,0,0,0,0,0,1,0,
2/23/2022,0,1,,R,0,0,0,Sh
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,1,0,0,0,0,1,
2/28/2022,0,1,1,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,0,0,0,0,1,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,Sh,0,0,0,Ba
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,0,1,0,
2/28/2022,0,0,0,0,0,1,0,
2/28/2022,0,0,0,0,0,1,0,
2/28/2022,0,0,0,0,0,1,0,
2/28/2022,0,0,0,0,0,1,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,1,0,0,0,0,1,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,1,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,1,0,0,0,0,0,
2/28/2022,0,0,0,0,1,0,0,
2/28/2022,0,1,0,My,0,0,0,Ba
2/28/2022,0,1,1,Sh,0,0,0,
3/2/2022,1,0,0,My,0,0,0,Bryozoans
3/2/2022,0,0,0,0,1,0,0,
3/2/2022,0,0,0,0,1,0,0,
3/2/2022,0,0,0,0,1,0,0,
3/2/2022,0,1,0,0,0,0,0,
3/2/2022,0,1,1,Ba,0,0,0,
3/2/2022,0,0,1,0,1,0,0,
3/7/2022,0,1,0,0,0,0,0,
3/12/2022,0,0,0,0,0,1,0,
3/13/2022,0,0,0,0,0,1,0,
3/15/2022,0,0,0,0,0,1,0,
3/16/2022,0,1,1,0,0,0,0,Hymenena and Ls on Hf
3/16/2022,0,1,1,Ba,0,0,0,Sponge and Ls on Hf
3/16/2022,0,0,0,0,0,1,0,
3/16/2022,0,0,0,0,0,1,0,
3/16/2022,0,1,1,0,0,0,0,Hymenena on Hf
3/16/2022,0,1,1,0,0,0,0,Hymenena and Coralline algae on Hf
3/16/2022,0,0,0,0,1,0,0,
3/16/2022,0,0,0,0,1,0,0,
3/16/2022,0,1,1,0,0,0,0,
3/16/2022,0,0,0,0,1,0,0,
3/16/2022,0,1,0,0,0,0,0,
3/17/2022,0,0,0,0,1,0,0,
3/17/2022,0,1,0,0,0,0,0,2 Ls on Hf
3/18/2022,0,0,0,0,1,0,0,
3/21/2022,0,0,1,0,0,0,0,
3/21/2022,0,0,0,0,1,0,0,
3/28/2022,0,0,0,0,0,1,0,
3/31/2022,0,1,1,My,0,0,0,Ba
4/2/2022,0,0,0,0,1,0,0,
4/2/2022,0,1,0,0,0,0,0,
4/2/2022,0,1,0,0,0,0,0,
4/3/2022,0,0,0,0,0,1,0,
4/3/2022,0,0,0,0,1,0,0,
4/3/2022,0,1,1,0,0,0,0,
4/3/2022,0,0,0,0,1,0,0,
4/4/2022,0,0,0,0,1,0,0,
4/6/2022,0,0,0,0,1,0,0,
4/19/2022,0,0,0,0,0,1,0,
4/19/2022,0,0,0,0,1,0,0,
4/19/2022,0,0,0,0,1,0,0,
4/19/2022,0,0,0,0,1,0,0,
4/19/2022,0,0,0,0,1,0,0,
4/19/2022,0,0,0,0,1,0,0,
4/19/2022,0,0,0,0,0,1,0,
4/19/2022,0,1,0,0,0,0,0,
4/19/2022,0,0,0,0,0,1,0,
4/19/2022,0,1,0,0,0,0,0,
4/19/2022,0,0,0,0,0,1,0,
4/19/2022,0,1,1,0,0,0,0,
4/19/2022,0,0,0,0,0,1,0,
4/19/2022,0,0,0,0,0,1,0,
6/17/2022,0,0,0,0,1,0,0,
6/28/2022,0,0,0,0,1,0,0,
7/9/2022,0,0,0,0,0,1,0,
7/9/2022,0,0,0,0,0,1,0,
7/9/2022,0,0,0,0,0,1,0,
7/9/2022,0,0,0,0,0,1,0,
7/9/2022,0,0,0,0,0,1,0,
7/13/2022,0,0,0,0,0,1,0,
7/22/2022,0,0,0,0,1,0,0,
7/25/2022,1,0,0,0,0,0,0,
7/25/2022,0,0,0,0,0,1,0,
7/25/2022,0,0,0,0,1,0,0,
7/25/2022,0,0,0,0,1,0,0,
7/25/2022,1,0,0,0,0,0,0,
7/25/2022,1,0,0,0,0,0,0,
7/25/2022,1,0,0,0,0,0,0,
7/25/2022,0,0,0,0,0,1,0,
7/25/2022,1,0,0,0,0,0,0,
7/25/2022,1,0,0,0,1,0,0,
7/25/2022,0,0,0,0,1,0,0,
7/25/2022,0,0,0,0,0,1,0,
7/25/2022,0,0,0,0,0,1,0,
7/25/2022,0,0,0,0,0,1,0,
7/27/2022,0,0,0,0,0,1,0,
7/27/2022,0,0,0,0,0,1,0,
7/27/2022,0,0,0,0,0,1,0,
7/27/2022,1,0,0,0,0,0,0,
7/27/2022,1,0,0,0,0,0,0,
7/27/2022,0,0,0,0,0,1,1,
7/27/2022,0,1,0,0,0,0,0,
7/27/2022,0,1,0,0,0,0,0,
7/27/2022,0,0,0,0,0,1,0,
7/27/2022,0,0,0,0,0,1,1,
8/1/2022,0,0,0,0,1,0,0,
8/1/2022,0,0,0,0,0,1,0,
8/1/2022,0,0,0,0,0,1,0,
8/1/2022,0,0,0,0,1,0,0,
8/1/2022,0,0,0,0,1,0,0,
8/6/2022,0,0,0,0,1,0,0,
8/6/2022,0,0,0,0,1,0,0,
8/6/2022,0,0,0,0,1,0,0,
8/6/2022,0,0,0,0,0,1,1,
8/6/2022,0,0,0,0,1,0,0,
8/7/2022,1,0,0,0,0,0,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,1,0,0,My,0,0,0,
8/8/2022,1,0,0,My,0,0,0,
8/8/2022,1,0,0,My,0,0,0,
8/8/2022,1,0,0,My,0,0,0,
8/8/2022,1,0,0,My,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,0,0,0,
8/8/2022,1,0,0,0,1,0,0,
8/8/2022,0,0,0,0,1,0,0,
8/8/2022,0,0,0,0,1,0,0,
8/8/2022,0,0,0,0,1,0,0,
8/8/2022,0,0,0,0,1,0,0,
8/8/2022,0,0,0,0,1,0,0,
8/8/2022,0,0,0,0,1,0,0,
8/8/2022,0,0,0,0,1,0,0,
8/8/2022,0,0,0,0,1,0,0,
8/8/2022,0,0,0,0,1,0,0,
8/8/2022,0,0,0,0,1,0,0,
8/8/2022,1,0,0,Ba,0,0,0,
8/8/2022,1,0,0,Mu ,0,0,0,
8/8/2022,1,0,0,SH ,0,0,0,
8/8/2022,1,0,0,Ls,0,0,0,
8/8/2022,1,0,0,Ls,0,0,0,
8/8/2022,1,0,0,Ls,0,0,0,
8/8/2022,1,0,0,Ls,0,0,0,
8/8/2022,1,0,0,Ls,0,0,0,
8/8/2022,0,1,0,0,0,0,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,1,0,0,Mu,0,0,0,
8/8/2022,0,0,0,0,0,1,0,
8/8/2022,0,0,0,0,1,0,0,
8/8/2022,0,0,0,0,0,1,0,
8/9/2022,0,0,0,0,0,1,0,
8/9/2022,0,0,0,0,1,0,0,
8/9/2022,0,0,0,0,1,0,0,
8/9/2022,0,0,0,0,1,0,0,
8/9/2022,0,0,0,0,1,0,0,
8/9/2022,0,0,0,0,0,1,0,
8/9/2022,0,0,0,0,0,1,0,
8/9/2022,0,0,0,0,0,0,0,
8/9/2022,1,0,0,My,0,0,0,
8/9/2022,0,0,0,0,1,0,0,
8/9/2022,0,0,0,0,1,0,0,
8/9/2022,0,0,0,0,0,1,0,
8/9/2022,1,0,0,Mu,0,0,0,
8/9/2022,1,0,0,0,0,0,0,
8/9/2022,0,0,0,0,1,0,0,
8/9/2022,0,0,0,0,1,0,0,
8/9/2022,0,0,0,0,1,0,0,
8/9/2022,0,0,0,0,0,1,0,
8/9/2022,0,0,0,0,0,1,0,
8/13/2022,0,0,0,0,0,1,0,
8/13/2022,0,0,0,0,1,0,0,
8/22/2022,0,0,0,0,0,1,0,
8/22/2022,0,0,0,0,1,0,0,
8/22/2022,0,0,0,0,0,1,0,
8/22/2022,1,0,0,Ls,0,0,0,
8/22/2022,1,0,0,Ls,0,0,0,
8/22/2022,1,0,0,Ls,0,0,0,
8/22/2022,0,0,0,0,0,1,0,
8/23/2022,0,0,0,0,1,0,1,
8/23/2022,0,0,0,0,0,1,0,
8/23/2022,0,0,0,0,0,1,0,
8/23/2022,0,0,0,0,0,1,1,
8/23/2022,0,0,0,0,1,0,0,
8/23/2022,0,0,0,0,0,1,1,
8/23/2022,0,0,0,0,0,1,1,
8/23/2022,0,0,0,0,0,1,1,
8/23/2022,0,0,0,0,1,0,1,
8/25/2022,1,0,0,0,0,0,0,
8/25/2022,0,0,0,0,0,1,0,
8/25/2022,0,0,0,0,1,0,0,
8/25/2022,0,0,0,0,1,0,0,
8/25/2022,0,0,0,0,0,1,0,
8/25/2022,0,0,0,0,0,1,0,
8/25/2022,0,0,0,0,1,0,0,
8/25/2022,0,0,0,0,0,1,0,
8/25/2022,0,0,0,0,0,1,1,
8/25/2022,1,0,0,0,0,0,1,
8/25/2022,0,0,0,0,0,1,1,
8/25/2022,0,0,0,0,0,1,0,
8/25/2022,0,0,0,0,0,1,0,
8/25/2022,0,0,0,0,0,1,0,
8/30/2022,1,0,0,My &  Br,0,0,0,
8/30/2022,0,0,0,0,1,0,0,
9/3/2022,1,0,0,,0,0,0,
9/3/2022,0,0,0,0,0,1,1,
9/3/2022,1,0,0,Pt,0,0,0,
9/3/2022,0,0,0,0,0,1,1,
9/8/2022,0,0,0,0,0,1,0,
9/14/2022,0,0,0,0,0,1,0,
9/26/2022,0,0,0,My,0,0,0,
1/22/2023,0,0,0,0,0,1,0,
1/22/2023,1,0,0,0,0,0,0,
1/22/2023,1,0,0,0,0,0,0,
1/22/2023,0,0,0,0,1,0,0,
1/22/2023,0,0,0,0,0,1,0,
1/22/2023,0,0,0,0,0,1,0,
1/22/2023,0,0,0,0,0,1,0,
1/22/2023,0,0,0,0,0,1,0,
1/27/2023,0,0,0,0,0,1,0,
1/28/2023,0,0,0,0,0,1,0,
1/28/2023,0,0,0,0,0,1,0,
2/2/2023,0,0,0,0,0,1,0,
2/2/2023,1,0,0,0,0,0,0,
2/3/2023,0,0,0,0,0,1,0,
2/4/2023,0,0,0,0,0,1,0,
2/4/2023,0,0,0,0,1,0,0,
2/4/2023,1,0,0,0,0,0,0,
2/4/2023,0,0,0,0,0,1,0,
2/4/2023,0,0,0,0,1,0,0,
2/4/2023,0,0,0,0,1,0,0,
2/5/2023,0,0,0,0,1,0,0,
2/5/2023,0,1,0,0,,0,0,
2/5/2023,0,0,0,0,1,0,0,
2/5/2023,0,0,0,0,1,0,0,
2/5/2023,0,0,0,0,1,0,0,
2/5/2023,1,0,0,0,0,0,0,
2/6/2023,0,0,0,0,0,1,0,
2/6/2023,0,0,0,0,1,0,0,
2/6/2023,0,0,1,0,0,0,0,
2/6/2023,1,0,0,0,0,0,0,
2/9/2023,1,0,0,0,0,0,0,
2/9/2023,0,0,0,0,0,1,0,
2/9/2023,1,0,0,0,0,0,0,
2/12/2023,0,0,0,0,0,1,0,
2/12/2023,0,1,0,0,0,0,0,
2/12/2023,0,0,0,0,0,1,0,
2/13/2023,0,1,0,0,0,0,0,
2/13/2023,0,1,0,0,0,0,0,
2/13/2023,0,1,0,0,0,0,0,
2/13/2023,0,0,0,0,0,1,0,
2/13/2023,0,0,0,0,0,1,0,
2/13/2023,0,0,0,0,0,1,0,
2/13/2023,0,0,0,0,0,1,0,
2/13/2023,0,0,0,0,0,1,0,
2/13/2023,1,0,0,0,0,0,0,
2/13/2023,1,0,0,0,0,0,0,
2/17/2023,0,0,0,0,1,0,0,
2/17/2023,0,0,0,0,1,0,0,
2/17/2023,0,0,0,0,0,1,1,
2/17/2023,0,0,0,0,0,1,0,
2/17/2023,0,0,0,0,0,1,1,
2/17/2023,0,0,0,0,1,0,0,
2/17/2023,0,0,0,0,0,1,0,
2/17/2023,0,0,0,0,0,1,0,
2/17/2023,0,0,0,0,0,1,0,
2/17/2023,0,0,0,0,0,1,0,
2/17/2023,0,0,0,0,0,1,0,
2/18/2023,0,1,0,0,0,0,0,
2/18/2023,0,1,0,0,0,0,0,
2/18/2023,0,0,0,0,1,0,0,
2/18/2023,0,0,0,0,0,1,0,
2/19/2023,0,0,0,0,0,1,0,
2/20/2023,0,0,0,0,1,0,0,
2/20/2023,0,1,0,0,0,0,0,
2/20/2023,0,1,0,0,0,0,0,
2/20/2023,0,0,0,0,0,1,0,
2/20/2023,0,0,0,0,0,1,0,
2/20/2023,0,0,0,0,0,1,0,
2/20/2023,0,0,0,0,0,1,0,
2/20/2023,0,0,0,0,0,1,0,
2/20/2023,0,0,0,0,0,1,0,
2/20/2023,0,0,0,0,1,0,0,
2/20/2023,0,1,0,0,0,0,0,
2/20/2023,0,0,0,0,1,0,0,
2/21/2023,0,0,0,0,0,1,0,
2/21/2023,0,0,0,0,0,1,0,
2/21/2023,0,0,0,0,0,1,0,
2/21/2023,0,0,0,0,0,1,0,
2/21/2023,0,0,0,0,0,1,0,
2/21/2023,0,1,0,0,0,0,0,
2/21/2023,0,0,0,0,1,0,0,
2/21/2023,0,0,0,0,0,1,0,
2/21/2023,0,0,0,0,0,1,0,
2/21/2023,0,0,0,0,0,1,0,
2/21/2023,0,0,0,0,0,1,0,
